Complaints: 503 rows
complaint_id,vin,customer_name,dealer_code,dealer_name,complaint_date,description,category,subcategory,ai_category,ai_subcategory,ai_confidence,severity,status,model,variant,manufacturing_date,created_at
430,MATSFN28056IN,Arun Desai,D006,Tata Motors Dwarka,2025-11-19,ABS activating unnecessarily on dry road at low speed,Brakes,ABS Issue,Brakes,ABS Issue,0.94,Low,Open,Safari,XE,2025-09-06,2026-03-13T06:51:25.217-04:00
431,MATHRM44578IN,Lakshmi Mishra,D021,Tata Motors Hitech City,2026-03-10,brake pedal squeak during light braking,NVH,Squeaking,NVH,Squeaking,0.93,Medium,In Progress,Tiago,EV XZ+,2025-09-16,2026-03-13T06:51:25.456-04:00
432,MATHRL23849IN,Deepa Gupta,D036,Tata Motors Panchkula,2025-11-27,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.95,Critical,In Progress,Nexon,XM,2025-08-18,2026-03-13T06:51:25.707-04:00
433,MATSFN72421IN,Arun Nair,D020,Tata Motors Gachibowli,2025-10-22,display ghosting effect visible on infotainment screen,Infotainment,Screen Issue,Infotainment,Screen Issue,0.87,High,In Progress,Punch,EV Adventure,2025-01-29,2026-03-13T06:51:25.958-04:00
434,MATPNK99281IN,Sachin Singh,D025,Tata Motors Ashram Road,2026-03-13,clutch pedal vibration when shifting gears,Transmission,Gear Issue,Body & Paint,Panel Gap,0.56,Medium,Open,Safari,Adventure,2025-11-25,2026-03-13T06:51:26.191-04:00
435,MATPNL32417IN,Ravi Sinha,D019,Tata Motors Jubilee Hills,2025-12-11,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.84,Critical,Open,Punch,Adventure,2025-01-18,2026-03-13T06:51:26.426-04:00
436,MATPNK53785IN,Sunita Rao,D031,Tata Motors Sadar,2025-12-12,body vibration felt at idle with AC on,NVH,Vibration,NVH,Vibration,0.81,High,Resolved,Nexon,XZ,2025-08-21,2026-03-13T06:51:26.660-04:00
437,MATNXN53997IN,Meera Agarwal,D023,Tata Motors Park Street,2025-10-25,dampness observed near A-pillar after rain,Body & Paint,Water Leak,Brakes,ABS Issue,0.42,Low,Resolved,Nexon,XZ,2025-04-13,2026-03-13T06:51:26.931-04:00
438,MATHRL38869IN,Harsh Joshi,D024,Tata Motors Howrah,2026-01-31,infotainment screen freezes intermittently requiring restart,Infotainment,Screen Issue,Infotainment,Screen Issue,0.84,High,In Progress,Nexon,XZ+ Lux,2025-11-10,2026-03-13T06:51:27.234-04:00
439,MATHRM99006IN,Neha Chopra,D013,Tata Motors Koramangala,2025-12-11,weak cranking during cold morning starts,Electrical,Battery,Electrical,Wiring Issue,0.69,Medium,In Progress,Tiago,EV XZ+,2025-09-01,2026-03-13T06:51:27.473-04:00
440,MATPNL71121IN,Priya Kapoor,D020,Tata Motors Gachibowli,2026-02-21,power window stuck halfway and not responding,Electrical,Wiring Issue,AC System,Blower Issue,0.43,Low,Open,Nexon,EV XZ+,2025-06-19,2026-03-13T06:51:27.708-04:00
441,MATTGK30321IN,Rajesh Kapoor,D031,Tata Motors Sadar,2026-01-08,brake pedal feels spongy after 500km of driving,Brakes,Pedal Feel,Brakes,Pedal Feel,0.89,Low,Open,Punch,Pure,2025-11-17,2026-03-13T06:51:27.945-04:00
442,MATSFL64566IN,Rahul Pandey,D007,Tata Motors Noida,2026-01-01,ABS activating unnecessarily on dry road at low speed,Brakes,ABS Issue,Brakes,ABS Issue,0.85,Low,Resolved,Nexon,XZ+ Lux,2025-02-09,2026-03-13T06:51:28.181-04:00
443,MATPNK13627IN,Swati Dutta,D033,Tata Motors MG Road,2026-01-29,horn not working in morning cold starts,Electrical,Wiring Issue,Electrical,Wiring Issue,0.89,High,Closed,Tiago,XM,2025-03-30,2026-03-13T06:51:28.416-04:00
444,MATNXK87901IN,Anita Mishra,D033,Tata Motors MG Road,2026-01-14,musty smell from AC vents after starting car,AC System,Odor,AC System,Odor,0.85,Medium,Open,Punch,Accomplished,2025-05-21,2026-03-13T06:51:28.666-04:00
445,MATSFN10845IN,Vivek Joshi,D008,Tata Motors Gurgaon,2025-12-31,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.79,Medium,Open,Tiago,XM,2025-04-12,2026-03-13T06:51:28.902-04:00
446,MATTGK96266IN,Anita Reddy,D036,Tata Motors Panchkula,2026-02-15,car pulling to the left even after wheel alignment,Steering,Alignment,Transmission,DCT Issue,0.42,Critical,In Progress,Punch,Accomplished,2025-06-28,2026-03-13T06:51:29.137-04:00
447,MATPNN24068IN,Parveen Iyer,D026,Tata Motors SG Highway,2025-11-30,parking sensors giving false alerts with no obstacle,Electrical,Sensor Issue,Electrical,Sensor Issue,0.98,Medium,Resolved,Punch,EV Adventure,2025-08-30,2026-03-13T06:51:29.372-04:00
448,MATHRN78820IN,Ravi Desai,D038,Tata Motors Kadavanthara,2026-02-04,whining noise from power steering pump at full lock,Steering,Power Steering,Steering,Power Steering,0.98,Critical,In Progress,Tiago,XZ,2025-05-18,2026-03-13T06:51:29.688-04:00
449,MATPNL89408IN,Deepa Menon,D032,Tata Motors Dharampeth,2025-12-06,centre console rattling when playing music at high volume,NVH,Rattling Noise,NVH,Rattling Noise,0.79,Medium,Closed,Harrier,XM,2025-01-01,2026-03-13T06:51:29.948-04:00
450,MATNXN60342IN,Dinesh Chatterjee,D040,Tata Motors Vizag CBD,2025-11-08,rain sensing wipers activating in dry conditions,Electrical,Sensor Issue,Electrical,Sensor Issue,0.95,Low,Resolved,Tiago,XE,2025-01-24,2026-03-13T06:51:30.182-04:00
451,MATHRN31245IN,Anjali Reddy,D002,Tata Motors Thane,2025-10-22,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.86,Medium,Open,Nexon,XZ+,2025-04-20,2026-03-13T06:51:30.415-04:00
452,MATPNN91981IN,Nisha Iyer,D020,Tata Motors Gachibowli,2025-10-21,rain sensing wipers activating in dry conditions,Electrical,Sensor Issue,Electrical,Sensor Issue,0.90,Medium,In Progress,Punch,Creative,2025-07-03,2026-03-13T06:51:30.656-04:00
453,MATSFL80047IN,Gaurav Singh,D032,Tata Motors Dharampeth,2025-10-15,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.90,Low,In Progress,Tiago,XZ+,2025-09-02,2026-03-13T06:51:30.892-04:00
454,MATSFN40882IN,Divya Nair,D028,Tata Motors Vaishali Nagar,2025-09-18,power steering becoming stiff during slow parking maneuvers,Steering,Power Steering,Steering,Power Steering,0.83,Medium,Resolved,Safari,XZ,2025-07-17,2026-03-13T06:51:31.127-04:00
455,MATNXL13454IN,Prakash Verma,D002,Tata Motors Thane,2025-10-14,floor vibration when driving on expressway,NVH,Vibration,NVH,Vibration,0.97,Medium,Resolved,Tiago,XZ,2025-09-03,2026-03-13T06:51:31.363-04:00
456,MATSFL17592IN,Sunita Rao,D021,Tata Motors Hitech City,2025-12-17,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.85,Medium,Resolved,Tiago,XE,2025-08-24,2026-03-13T06:51:31.599-04:00
457,MATSFN89445IN,Meera Kumar,D013,Tata Motors Koramangala,2026-02-18,screeching noise from rear brakes in reverse,Brakes,Noise,Brakes,Noise,0.99,Medium,Open,Punch,Pure,2025-03-29,2026-03-13T06:51:31.834-04:00
458,MATSFK80964IN,Rohit Verma,D037,Tata Motors Sector 17,2025-11-23,steering feels off-centre when driving straight,Steering,Alignment,Steering,Alignment,0.92,Medium,Resolved,Tiago,XZ+,2025-01-21,2026-03-13T06:51:32.070-04:00
459,MATNXN67708IN,Prakash Malhotra,D017,Tata Motors Hinjawadi,2025-09-25,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.89,Low,In Progress,Tiago,EV XZ+,2024-12-30,2026-03-13T06:51:32.303-04:00
460,MATTGM13406IN,Rohit Iyer,D004,Tata Motors Navi Mumbai,2025-11-28,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.94,High,Resolved,Tiago,XM,2025-05-19,2026-03-13T06:51:32.537-04:00
461,MATTGM65552IN,Anjali Sinha,D019,Tata Motors Jubilee Hills,2025-11-15,grinding noise from front brakes during slow speed braking,Brakes,Noise,Brakes,Noise,0.82,Medium,Resolved,Harrier,XZ,2025-02-10,2026-03-13T06:51:32.770-04:00
462,MATNXM50225IN,Pooja Das,D003,Tata Motors Powai,2026-03-03,paint chipping near front bumper edge after 2 months,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.95,High,Open,Harrier,XM,2025-05-29,2026-03-13T06:51:33.009-04:00
463,MATSFL74871IN,Bhavna Agarwal,D039,Tata Motors Edappally,2026-02-06,steering returning slow after making turns,Steering,Power Steering,Steering,Power Steering,0.80,High,Resolved,Safari,XE,2025-09-09,2026-03-13T06:51:33.245-04:00
464,MATSFM98917IN,Deepa Singh,D038,Tata Motors Kadavanthara,2025-12-04,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.94,Medium,Resolved,Tiago,XZ,2025-07-07,2026-03-13T06:51:33.480-04:00
465,MATSFM95456IN,Meera Yadav,D012,Tata Motors Whitefield,2025-10-25,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,NVH,Vibration,0.55,Medium,Open,Harrier,XZ,2025-02-21,2026-03-13T06:51:33.716-04:00
466,MATPNL20133IN,Lakshmi Sinha,D010,Tata Motors OMR,2026-02-28,Bluetooth disconnecting frequently from phone,Infotainment,Connectivity,Infotainment,Connectivity,0.97,Low,Resolved,Safari,XZ+,2025-09-29,2026-03-13T06:51:33.951-04:00
467,MATSFL53081IN,Swati Pandey,D024,Tata Motors Howrah,2025-12-26,screeching noise from rear brakes in reverse,Brakes,Noise,Brakes,Noise,0.98,High,Closed,Nexon,XZ+ Lux,2025-10-11,2026-03-13T06:51:34.185-04:00
468,MATHRL26420IN,Harsh Kumar,D011,Tata Motors Adyar,2025-11-25,steering feels off-centre when driving straight,Steering,Alignment,Transmission,DCT Issue,0.62,High,In Progress,Punch,Accomplished,2025-09-05,2026-03-13T06:51:34.420-04:00
469,MATPNN82689IN,Arun Sinha,D023,Tata Motors Park Street,2025-09-30,Bluetooth disconnecting frequently from phone,Infotainment,Connectivity,Infotainment,Connectivity,0.91,Low,In Progress,Punch,EV Adventure,2025-06-23,2026-03-13T06:51:34.657-04:00
470,MATNXN56525IN,Nitin Mishra,D020,Tata Motors Gachibowli,2026-02-08,power window stuck halfway and not responding,Electrical,Wiring Issue,Electrical,Wiring Issue,0.93,High,Resolved,Safari,Adventure,2025-03-11,2026-03-13T06:51:34.894-04:00
471,MATSFM59725IN,Priya Dutta,D031,Tata Motors Sadar,2025-12-07,AC blower not working on speed 1 setting,AC System,Blower Issue,AC System,Blower Issue,0.82,High,Open,Harrier,XZ,2025-01-19,2026-03-13T06:51:35.135-04:00
472,MATSFM55527IN,Sunita Nair,D036,Tata Motors Panchkula,2025-10-11,battery draining overnight if car parked for 2 days,Electrical,Battery,Electrical,Battery,0.96,Low,Resolved,Tiago,XM,2025-05-01,2026-03-13T06:51:35.370-04:00
473,MATTGL80756IN,Karthik Rao,D037,Tata Motors Sector 17,2026-01-04,steering returning slow after making turns,Steering,Power Steering,Steering,Power Steering,0.83,Low,Closed,Nexon,XE,2025-07-11,2026-03-13T06:51:35.604-04:00
474,MATSFK39155IN,Kavita Pillai,D014,Tata Motors Electronic City,2026-01-05,dampness observed near A-pillar after rain,Body & Paint,Water Leak,Body & Paint,Water Leak,0.82,High,Open,Tiago,XM,2025-08-08,2026-03-13T06:51:35.838-04:00
475,MATNXK92219IN,Sneha Das,D038,Tata Motors Kadavanthara,2026-01-07,body vibration felt at idle with AC on,NVH,Vibration,Steering,Alignment,0.61,High,Resolved,Punch,Pure,2025-11-01,2026-03-13T06:51:36.077-04:00
476,MATNXN18816IN,Ravi Nair,D016,Tata Motors Kothrud,2026-02-08,rattling sound from rear door panel on rough roads,NVH,Rattling Noise,NVH,Rattling Noise,0.86,Critical,Resolved,Punch,Accomplished,2025-03-29,2026-03-13T06:51:36.319-04:00
477,MATPNN92578IN,Sunita Dutta,D033,Tata Motors MG Road,2026-03-02,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.89,Low,Open,Punch,Accomplished,2025-11-27,2026-03-13T06:51:36.554-04:00
478,MATTGK40783IN,Sneha Gupta,D028,Tata Motors Vaishali Nagar,2026-02-03,water seeping into boot area during car wash,Body & Paint,Water Leak,Body & Paint,Water Leak,0.81,High,In Progress,Safari,XZ,2025-03-26,2026-03-13T06:51:36.790-04:00
479,MATPNL39007IN,Tanya Desai,D010,Tata Motors OMR,2025-11-07,AC compressor making clicking sound when engaged,AC System,Cooling Issue,AC System,Cooling Issue,0.93,Medium,Closed,Nexon,XM,2025-09-18,2026-03-13T06:51:37.024-04:00
480,MATHRL61842IN,Smita Sharma,D030,Tata Motors Gomti Nagar,2025-11-03,uneven cooling between driver and passenger side,AC System,Cooling Issue,AC System,Cooling Issue,0.96,Low,Open,Punch,Pure,2025-05-18,2026-03-13T06:51:37.259-04:00
481,MATNXN59526IN,Smita Dutta,D034,Tata Motors Palasia,2025-09-20,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.92,High,Open,Tiago,XM,2025-06-20,2026-03-13T06:51:37.496-04:00
482,MATPNN48173IN,Nitin Malhotra,D007,Tata Motors Noida,2025-12-19,metallic rattling noise from engine bay at idle,NVH,Rattling Noise,Transmission,DCT Issue,0.58,Medium,Resolved,Safari,XM,2025-10-28,2026-03-13T06:51:37.733-04:00
483,MATPNM68600IN,Neha Joshi,D037,Tata Motors Sector 17,2025-12-06,brake pedal squeak during light braking,NVH,Squeaking,NVH,Squeaking,0.79,Low,Closed,Harrier,XM,2025-09-20,2026-03-13T06:51:37.969-04:00
484,MATNXN84096IN,Lakshmi Yadav,D026,Tata Motors SG Highway,2026-02-11,brake pedal goes too deep before engaging,Brakes,Pedal Feel,Brakes,Pedal Feel,0.84,High,Resolved,Nexon,XE,2025-08-13,2026-03-13T06:51:38.202-04:00
485,MATPNL59241IN,Sunita Mukherjee,D039,Tata Motors Edappally,2025-10-11,battery warning light appearing intermittently on dashboard,Electrical,Battery,Electrical,Battery,0.87,Medium,Open,Harrier,XZ,2025-02-07,2026-03-13T06:51:38.436-04:00
486,MATPNM98694IN,Sanjay Mishra,D012,Tata Motors Whitefield,2026-02-02,horn not working in morning cold starts,Electrical,Wiring Issue,Electrical,Wiring Issue,0.88,Low,Resolved,Punch,Creative,2025-04-25,2026-03-13T06:51:38.670-04:00
487,MATNXL64565IN,Harsh Rao,D028,Tata Motors Vaishali Nagar,2026-02-22,jerky movement at low speeds in DCT variant,Transmission,DCT Issue,Body & Paint,Paint Defect,0.54,Medium,Open,Nexon,EV Max XZ+ Lux,2025-12-31,2026-03-13T06:51:38.903-04:00
488,MATPNL83546IN,Amit Kumar,D027,Tata Motors Civil Lines,2025-11-15,tailgate not aligning properly with body panels,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.94,Low,Resolved,Nexon,XZ+,2025-07-17,2026-03-13T06:51:39.161-04:00
489,MATHRL10350IN,Anjali Chatterjee,D027,Tata Motors Civil Lines,2026-02-21,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.97,High,Open,Safari,XZ,2025-03-19,2026-03-13T06:51:39.394-04:00
490,MATPNM50863IN,Nisha Saxena,D002,Tata Motors Thane,2025-10-10,power window stuck halfway and not responding,Electrical,Wiring Issue,Electrical,Wiring Issue,0.88,Medium,Resolved,Nexon,XZ+,2025-01-04,2026-03-13T06:51:39.631-04:00
491,MATSFM13315IN,Kavita Rao,D020,Tata Motors Gachibowli,2026-01-19,AC takes more than 10 minutes to cool cabin in summer,AC System,Cooling Issue,AC System,Cooling Issue,0.78,Critical,Closed,Nexon,XM,2025-04-18,2026-03-13T06:51:39.865-04:00
492,MATNXM50683IN,Priya Pandey,D035,Tata Motors Rajpur Road,2025-09-15,uneven panel gap between bonnet and fender on driver side,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.78,Low,Open,Harrier,XE,2025-01-01,2026-03-13T06:51:40.099-04:00
493,MATPNK72055IN,Amit Desai,D029,Tata Motors Aliganj,2025-11-23,metallic noise when braking from high speed,Brakes,Noise,Steering,Alignment,0.47,Low,Resolved,Tiago,XM,2025-03-26,2026-03-13T06:51:40.337-04:00
494,MATSFM86919IN,Anita Desai,D026,Tata Motors SG Highway,2026-01-04,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.78,Medium,Resolved,Punch,EV Adventure,2025-01-08,2026-03-13T06:51:40.580-04:00
495,MATSFM83473IN,Ajay Pandey,D040,Tata Motors Vizag CBD,2026-01-16,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.82,Medium,Open,Safari,XZ+,2025-02-20,2026-03-13T06:51:40.817-04:00
496,MATSFM27397IN,Pooja Agarwal,D030,Tata Motors Gomti Nagar,2026-01-31,steering returning slow after making turns,Steering,Power Steering,Steering,Power Steering,0.86,Medium,Closed,Harrier,XZ,2025-02-17,2026-03-13T06:51:41.159-04:00
497,MATSFN94125IN,Priya Pillai,D031,Tata Motors Sadar,2026-01-12,soft brake pedal feel especially in morning,Brakes,Pedal Feel,Brakes,Pedal Feel,0.95,Critical,In Progress,Harrier,XM,2025-08-28,2026-03-13T06:51:41.391-04:00
498,MATTGN58795IN,Divya Saxena,D017,Tata Motors Hinjawadi,2025-10-21,AC blower making loud noise at speed 3 and above,AC System,Blower Issue,AC System,Blower Issue,0.85,Low,Open,Safari,XM,2025-05-30,2026-03-13T06:51:41.634-04:00
499,MATTGN87801IN,Tanya Patel,D023,Tata Motors Park Street,2026-02-13,paint chipping near front bumper edge after 2 months,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.97,Medium,In Progress,Nexon,EV Max XZ+ Lux,2025-11-21,2026-03-13T06:51:41.978-04:00
500,MATPNL13742IN,Divya Tiwari,D033,Tata Motors MG Road,2026-02-16,central locking not working from key fob occasionally,Electrical,Wiring Issue,Electrical,Wiring Issue,0.84,Medium,In Progress,Nexon,XM,2025-10-31,2026-03-13T06:51:42.282-04:00
501,MATSFX12345IN,Test User,DLR-001,DLR-001,2026-03-16,"Steering wheel vibrates at highway speeds above 100 kmph, especially during braking",Unknown,Unclassified,Unknown,Unclassified,0.00,High,Open,Nexon,XZ+,,2026-03-16T02:43:01.015-04:00
502,MATHRF99887IN,Priya Sharma,DLR-002,DLR-002,2026-03-16,Dashboard touchscreen freezes intermittently and requires restart. Navigation stops working during trips.,Infotainment,Navigation/System Freeze,Infotainment,Navigation/System Freeze,0.95,Medium,Open,Harrier,XZ,,2026-03-16T02:44:58.098-04:00
503,1234,Cust1,DLR-002,DLR-002,2026-03-16,issue with AC cooling ,Mechanical,Heating and Cooling,Mechanical,Heating and Cooling,0.95,High,Open,Harrier,x,,2026-03-16T03:12:40.315-04:00
