Deliveries: 700 rows
delivery_id,vin,customer_name,customer_phone,dealer_code,dealer_name,delivery_date,delivery_officer,odometer_reading,fuel_level,model,variant,epod_signed,customer_remarks,inspection_id,created_at
516,MATPNL69456IN,Deepa Bhat,+918362404954,D009,Tata Motors Anna Nagar,2026-02-23,Rohit Bhardwaj,43,Full,Harrier,XE,true,,516,2026-03-13T06:56:37.465-04:00
517,MATNXK77461IN,Anjali Desai,+918031448229,D012,Tata Motors Whitefield,2026-01-02,Pankaj Dubey,27,Full,Harrier,XZ+ Dark,true,,517,2026-03-13T06:56:37.568-04:00
518,MATHRL70415IN,Amit Desai,+918060343554,D026,Tata Motors SG Highway,2026-02-22,Nikhil Desai,32,Full,Tiago,XZ+,true,,518,2026-03-13T06:56:37.697-04:00
519,MATPNM98491IN,Sneha Mishra,+917550130029,D029,Tata Motors Aliganj,2026-01-03,Nikhil Desai,39,Full,Harrier,XZ+ Dark,true,,519,2026-03-13T06:56:37.804-04:00
520,MATPNN61514IN,Anita Mishra,+917553085536,D017,Tata Motors Hinjawadi,2026-02-19,Rohit Bhardwaj,6,3/4,Safari,XZ+,true,Minor scratch noticed on door - dealer promised touch-up,520,2026-03-13T06:56:37.927-04:00
521,MATTGL54786IN,Manoj Saxena,+918483507286,D030,Tata Motors Gomti Nagar,2026-01-01,Varun Mishra,17,Full,Safari,XZ,true,Very happy with the vehicle condition,521,2026-03-13T06:56:38.038-04:00
522,MATTGL44825IN,Vikram Mishra,+917705515069,D021,Tata Motors Hitech City,2026-02-19,Manish Sethi,44,Full,Harrier,XE,true,AC not cooling well - dealer scheduled follow-up,522,2026-03-13T06:56:38.159-04:00
523,MATHRN69350IN,Ajay Mishra,+918330956558,D030,Tata Motors Gomti Nagar,2025-12-31,Nikhil Desai,36,Full,Tiago,XZ,false,Very happy with the vehicle condition,523,2026-03-13T06:56:38.273-04:00
524,MATNXM46811IN,Kavita Chatterjee,+917023113014,D015,Tata Motors Jayanagar,2026-02-20,Tarun Kaushik,42,Full,Harrier,XM,true,Excellent handover experience,524,2026-03-13T06:56:38.390-04:00
525,MATHRK94948IN,Nisha Pandey,+919887816148,D029,Tata Motors Aliganj,2026-01-03,Arjun Nambiar,25,Full,Punch,Creative,true,Documentation was delayed by 30 minutes,525,2026-03-13T06:56:38.506-04:00
526,MATNXM16113IN,Amit Patel,+919186779189,D034,Tata Motors Palasia,2026-02-19,Arjun Nambiar,27,Full,Punch,Pure,true,Excellent handover experience,526,2026-03-13T06:56:38.621-04:00
527,MATNXM13469IN,Vivek Kapoor,+917268674221,D018,Tata Motors Baner,2026-01-02,Tarun Kaushik,38,1/2,Nexon,EV XZ+,true,Excellent handover experience,527,2026-03-13T06:56:38.741-04:00
528,MATHRL88765IN,Priya Joshi,+917894798233,D006,Tata Motors Dwarka,2026-02-20,Nikhil Desai,11,Full,Tiago,XM,true,,528,2026-03-13T06:56:38.853-04:00
529,MATHRL34917IN,Sneha Dutta,+918959694538,D008,Tata Motors Gurgaon,2025-12-30,Arjun Nambiar,28,Full,Safari,Adventure,true,Delivery process was smooth and professional,529,2026-03-13T06:56:38.974-04:00
530,MATNXK70177IN,Swati Sharma,+918955701048,D023,Tata Motors Park Street,2026-02-19,Nikhil Desai,15,Full,Tiago,EV XZ+,true,All accessories installed as promised,530,2026-03-13T06:56:39.084-04:00
531,MATHRN74617IN,Deepa Verma,+917108189737,D029,Tata Motors Aliganj,2026-01-03,Kunal Trivedi,16,1/2,Safari,XM,true,Excellent handover experience,531,2026-03-13T06:56:39.210-04:00
532,MATTGK93196IN,Arun Bhat,+918187507958,D034,Tata Motors Palasia,2026-02-20,Nikhil Desai,27,Full,Tiago,XZ,false,Noticed slight vibration during test drive - dealer to check,532,2026-03-13T06:56:39.315-04:00
533,MATNXM33991IN,Kavita Yadav,+919022395085,D018,Tata Motors Baner,2026-01-02,Abhishek Pandey,21,Full,Nexon,XZ,true,,533,2026-03-13T06:56:39.443-04:00
534,MATNXM97687IN,Kavita Kumar,+918394113497,D025,Tata Motors Ashram Road,2026-02-18,Tarun Kaushik,6,Full,Tiago,XM,true,Minor scratch noticed on door - dealer promised touch-up,534,2026-03-13T06:56:39.547-04:00
535,MATSFM18291IN,Bhavna Verma,+918843246317,D001,Tata Motors Andheri,2026-01-03,Abhishek Pandey,11,Full,Nexon,XZ,true,,535,2026-03-13T06:56:39.678-04:00
536,MATTGL87650IN,Ravi Singh,+919958800215,D025,Tata Motors Ashram Road,2026-02-16,Pankaj Dubey,23,1/2,Nexon,XZ+,true,,536,2026-03-13T06:56:39.777-04:00
537,MATPNN79727IN,Rahul Kumar,+918133244682,D001,Tata Motors Andheri,2025-12-31,Nikhil Desai,25,3/4,Punch,Adventure,true,,537,2026-03-13T06:56:39.927-04:00
538,MATTGN91479IN,Kavita Rao,+917062550160,D021,Tata Motors Hitech City,2026-02-16,Kunal Trivedi,37,Full,Punch,EV Adventure,false,All accessories installed as promised,538,2026-03-13T06:56:40.008-04:00
539,MATHRM77173IN,Smita Desai,+919756987509,D039,Tata Motors Edappally,2025-12-30,Kunal Trivedi,41,3/4,Harrier,XZ+ Dark,true,Delivery process was smooth and professional,539,2026-03-13T06:56:40.161-04:00
540,MATSFN81402IN,Manoj Das,+918258672584,D022,Tata Motors Salt Lake,2026-02-18,Abhishek Pandey,33,Full,Tiago,XZ,true,Excellent handover experience,540,2026-03-13T06:56:40.270-04:00
541,MATPNM56268IN,Komal Pandey,+918314835364,D034,Tata Motors Palasia,2026-01-04,Rohit Bhardwaj,25,Full,Punch,Pure,true,Excellent handover experience,541,2026-03-13T06:56:40.398-04:00
542,MATPNM33494IN,Vikram Reddy,+918235069221,D038,Tata Motors Kadavanthara,2026-02-15,Abhishek Pandey,14,Full,Punch,Pure,true,Minor scratch noticed on door - dealer promised touch-up,542,2026-03-13T06:56:40.502-04:00
543,MATPNM49129IN,Gaurav Dutta,+918599022883,D005,Tata Motors Connaught Place,2025-12-31,Arjun Nambiar,16,Full,Punch,Creative,true,Minor scratch noticed on door - dealer promised touch-up,543,2026-03-13T06:56:40.632-04:00
544,MATHRN46148IN,Anita Chatterjee,+918504785973,D001,Tata Motors Andheri,2026-02-14,Rohit Bhardwaj,30,1/2,Tiago,XE,false,Documentation was delayed by 30 minutes,544,2026-03-13T06:56:40.745-04:00
545,MATTGL23075IN,Vikram Singh,+919236698326,D006,Tata Motors Dwarka,2025-12-31,Varun Mishra,39,Full,Punch,Pure,true,AC not cooling well - dealer scheduled follow-up,545,2026-03-13T06:56:40.866-04:00
546,MATSFL71946IN,Rahul Mukherjee,+919300130224,D009,Tata Motors Anna Nagar,2026-02-15,Sameer Khanna,23,Full,Punch,EV Adventure,true,All accessories installed as promised,546,2026-03-13T06:56:40.977-04:00
547,MATNXM70485IN,Pooja Gupta,+918640877324,D023,Tata Motors Park Street,2025-12-31,Manish Sethi,17,Full,Punch,Adventure,true,Delivery process was smooth and professional,547,2026-03-13T06:56:41.103-04:00
548,MATHRM44221IN,Anita Reddy,+917240247987,D007,Tata Motors Noida,2026-02-16,Varun Mishra,7,Full,Punch,Adventure,true,Documentation was delayed by 30 minutes,548,2026-03-13T06:56:41.208-04:00
549,MATPNM34000IN,Sneha Gupta,+919373471410,D028,Tata Motors Vaishali Nagar,2025-12-30,Kunal Trivedi,11,Full,Harrier,XM,true,AC not cooling well - dealer scheduled follow-up,549,2026-03-13T06:56:41.343-04:00
550,MATSFK86358IN,Swati Das,+917384223377,D034,Tata Motors Palasia,2026-02-15,Tarun Kaushik,5,Full,Tiago,XE,true,,550,2026-03-13T06:56:41.442-04:00
551,MATSFM68779IN,Harsh Menon,+917428281228,D015,Tata Motors Jayanagar,2025-12-31,Kunal Trivedi,22,3/4,Nexon,XZ,true,Minor scratch noticed on door - dealer promised touch-up,551,2026-03-13T06:56:41.576-04:00
552,MATHRN63515IN,Rahul Joshi,+917116756659,D018,Tata Motors Baner,2026-02-17,Kunal Trivedi,16,Full,Punch,Accomplished,true,All accessories installed as promised,552,2026-03-13T06:56:41.674-04:00
553,MATNXM46437IN,Karthik Nair,+917119835127,D010,Tata Motors OMR,2025-12-31,Varun Mishra,21,Full,Harrier,XE,true,Very happy with the vehicle condition,553,2026-03-13T06:56:41.810-04:00
554,MATTGN21910IN,Vikram Chatterjee,+919992832762,D005,Tata Motors Connaught Place,2026-02-14,Sameer Khanna,20,Full,Nexon,XE,true,,554,2026-03-13T06:56:41.906-04:00
555,MATPNN44137IN,Meera Patel,+917418527097,D005,Tata Motors Connaught Place,2025-12-30,Varun Mishra,16,Full,Safari,XZ+,true,Requested additional floor mats,555,2026-03-13T06:56:42.114-04:00
556,MATNXM86668IN,Suresh Chatterjee,+919881201405,D003,Tata Motors Powai,2026-02-14,Tarun Kaushik,30,Full,Nexon,XM,true,AC not cooling well - dealer scheduled follow-up,556,2026-03-13T06:56:42.138-04:00
557,MATNXK16179IN,Arun Sharma,+919182522886,D020,Tata Motors Gachibowli,2025-12-28,Manish Sethi,30,3/4,Harrier,XE,true,Noticed slight vibration during test drive - dealer to check,557,2026-03-13T06:56:42.347-04:00
558,MATTGM43006IN,Sanjay Kumar,+919782703585,D029,Tata Motors Aliganj,2026-02-14,Varun Mishra,12,Full,Harrier,XZ+ Dark,true,,558,2026-03-13T06:56:42.369-04:00
559,MATTGL35212IN,Prakash Sharma,+918811565118,D040,Tata Motors Vizag CBD,2025-12-28,Manish Sethi,32,Full,Harrier,XE,true,Noticed slight vibration during test drive - dealer to check,559,2026-03-13T06:56:42.580-04:00
560,MATSFL12727IN,Karthik Rao,+917041564202,D038,Tata Motors Kadavanthara,2026-02-15,Rohit Bhardwaj,21,Full,Punch,Pure,true,,560,2026-03-13T06:56:42.600-04:00
561,MATHRN51488IN,Deepa Malhotra,+919592872289,D031,Tata Motors Sadar,2025-12-31,Pankaj Dubey,5,Full,Tiago,XE,true,AC not cooling well - dealer scheduled follow-up,561,2026-03-13T06:56:42.820-04:00
562,MATNXL58350IN,Meera Mukherjee,+919183715030,D011,Tata Motors Adyar,2026-02-17,Sameer Khanna,6,3/4,Tiago,XZ,false,Documentation was delayed by 30 minutes,562,2026-03-13T06:56:42.830-04:00
563,MATHRL48883IN,Vikram Sinha,+918786860929,D008,Tata Motors Gurgaon,2026-01-03,Nikhil Desai,11,Full,Nexon,EV Max XZ+ Lux,true,All accessories installed as promised,563,2026-03-13T06:56:43.054-04:00
564,MATHRK94196IN,Sneha Reddy,+917101849350,D001,Tata Motors Andheri,2026-02-15,Manish Sethi,34,Full,Punch,EV Adventure,true,Requested additional floor mats,564,2026-03-13T06:56:43.062-04:00
565,MATNXK86395IN,Pooja Patel,+917195551678,D003,Tata Motors Powai,2026-02-17,Tarun Kaushik,15,3/4,Tiago,XM,true,,565,2026-03-13T06:56:43.342-04:00
566,MATPNN46932IN,Bhavna Verma,+919409107975,D021,Tata Motors Hitech City,2026-01-01,Sameer Khanna,24,Full,Punch,Accomplished,true,Documentation was delayed by 30 minutes,566,2026-03-13T06:56:43.342-04:00
567,MATSFK76988IN,Sneha Kumar,+918615774368,D040,Tata Motors Vizag CBD,2026-02-14,Abhishek Pandey,34,Full,Safari,XE,true,,567,2026-03-13T06:56:43.650-04:00
568,MATNXK32032IN,Amit Joshi,+919883152601,D023,Tata Motors Park Street,2025-12-28,Nikhil Desai,29,3/4,Tiago,XE,true,Requested additional floor mats,568,2026-03-13T06:56:43.650-04:00
569,MATSFN31212IN,Ravi Mukherjee,+917314680941,D004,Tata Motors Navi Mumbai,2026-02-18,Nikhil Desai,26,Full,Punch,Adventure,true,Noticed slight vibration during test drive - dealer to check,569,2026-03-13T06:56:43.957-04:00
570,MATTGL98234IN,Komal Rao,+919006901552,D027,Tata Motors Civil Lines,2025-12-29,Tarun Kaushik,11,Full,Safari,XM,true,,570,2026-03-13T06:56:43.957-04:00
571,MATSFK10107IN,Pooja Mishra,+917094909500,D012,Tata Motors Whitefield,2026-02-17,Kunal Trivedi,10,3/4,Harrier,XE,true,,571,2026-03-13T06:56:44.265-04:00
572,MATPNN74619IN,Manoj Mukherjee,+919928011361,D039,Tata Motors Edappally,2025-12-29,Sameer Khanna,29,Full,Safari,XZ,true,Documentation was delayed by 30 minutes,572,2026-03-13T06:56:44.265-04:00
573,MATNXN87780IN,Prakash Malhotra,+919089685115,D017,Tata Motors Hinjawadi,2025-12-27,Sameer Khanna,19,Full,Tiago,EV XZ+,true,Excellent handover experience,573,2026-03-13T06:56:44.571-04:00
574,MATTGM32389IN,Lakshmi Banerjee,+918900860728,D024,Tata Motors Howrah,2026-02-13,Varun Mishra,28,3/4,Tiago,XE,true,,574,2026-03-13T06:56:44.571-04:00
575,MATHRK89669IN,Anita Verma,+917545457384,D011,Tata Motors Adyar,2026-02-11,Tarun Kaushik,9,Full,Nexon,XZ+ Lux,true,,575,2026-03-13T06:56:44.802-04:00
576,MATTGM99860IN,Ajay Mishra,+919932075585,D033,Tata Motors MG Road,2025-12-26,Sameer Khanna,12,Full,Nexon,XZ+,true,Delivery process was smooth and professional,576,2026-03-13T06:56:44.804-04:00
577,MATSFK51423IN,Arun Sharma,+919332909340,D039,Tata Motors Edappally,2026-02-13,Tarun Kaushik,34,Full,Tiago,XZ+,true,Delivery process was smooth and professional,577,2026-03-13T06:56:45.033-04:00
578,MATTGK18022IN,Prakash Singh,+917806716024,D013,Tata Motors Koramangala,2025-12-30,Rohit Bhardwaj,39,Full,Safari,XM,true,,578,2026-03-13T06:56:45.042-04:00
579,MATTGL64525IN,Lakshmi Banerjee,+917329311259,D005,Tata Motors Connaught Place,2026-02-11,Varun Mishra,42,Full,Tiago,XE,true,Very happy with the vehicle condition,579,2026-03-13T06:56:45.264-04:00
580,MATSFK48375IN,Meera Nair,+917506229308,D022,Tata Motors Salt Lake,2025-12-29,Pankaj Dubey,20,Full,Safari,Adventure,true,Requested additional floor mats,580,2026-03-13T06:56:45.275-04:00
581,MATTGN31233IN,Rahul Rao,+918366844516,D013,Tata Motors Koramangala,2026-02-16,Nikhil Desai,42,Full,Nexon,XZ+ Lux,true,AC not cooling well - dealer scheduled follow-up,581,2026-03-13T06:56:45.495-04:00
582,MATSFK49437IN,Karthik Kapoor,+918464275058,D005,Tata Motors Connaught Place,2025-12-31,Nikhil Desai,30,Full,Safari,XM,true,,582,2026-03-13T06:56:45.513-04:00
583,MATPNL99439IN,Lakshmi Mukherjee,+919674207762,D007,Tata Motors Noida,2026-02-14,Rohit Bhardwaj,11,Full,Harrier,XZ+ Dark,true,Very happy with the vehicle condition,583,2026-03-13T06:56:45.728-04:00
584,MATSFM38240IN,Prakash Malhotra,+917107734642,D020,Tata Motors Gachibowli,2025-12-29,Kunal Trivedi,37,Full,Tiago,EV XZ+,true,All accessories installed as promised,584,2026-03-13T06:56:45.747-04:00
585,MATTGN31077IN,Priya Bhat,+919650785456,D021,Tata Motors Hitech City,2026-02-16,Kunal Trivedi,5,Full,Harrier,XM,true,Minor scratch noticed on door - dealer promised touch-up,585,2026-03-13T06:56:45.959-04:00
586,MATHRN10800IN,Deepa Pandey,+919591944720,D018,Tata Motors Baner,2025-12-26,Arjun Nambiar,17,Full,Nexon,XE,true,Very happy with the vehicle condition,586,2026-03-13T06:56:45.981-04:00
587,MATHRM26561IN,Deepa Iyer,+918633492207,D003,Tata Motors Powai,2026-02-16,Pankaj Dubey,8,Full,Punch,Creative,true,Excellent handover experience,587,2026-03-13T06:56:46.205-04:00
588,MATHRN93008IN,Harsh Tiwari,+918280082896,D012,Tata Motors Whitefield,2026-01-01,Arjun Nambiar,44,Full,Nexon,XM,true,Delivery process was smooth and professional,588,2026-03-13T06:56:46.215-04:00
589,MATHRL57409IN,Meera Chatterjee,+918210732253,D027,Tata Motors Civil Lines,2026-02-12,Varun Mishra,28,Full,Safari,XZ,true,,589,2026-03-13T06:56:46.438-04:00
590,MATNXM25159IN,Kavita Yadav,+918401325062,D021,Tata Motors Hitech City,2025-12-28,Varun Mishra,35,Full,Punch,Creative,true,Requested additional floor mats,590,2026-03-13T06:56:46.455-04:00
591,MATSFM39628IN,Neha Iyer,+918540299913,D025,Tata Motors Ashram Road,2026-02-16,Nikhil Desai,15,Full,Safari,XM,false,Minor scratch noticed on door - dealer promised touch-up,591,2026-03-13T06:56:46.670-04:00
592,MATPNK48770IN,Swati Kapoor,+919964677095,D024,Tata Motors Howrah,2025-12-29,Pankaj Dubey,12,Full,Safari,Adventure,true,,592,2026-03-13T06:56:46.690-04:00
593,MATHRL63652IN,Neha Verma,+917517138903,D009,Tata Motors Anna Nagar,2026-02-14,Abhishek Pandey,13,Full,Nexon,XZ+ Lux,true,Noticed slight vibration during test drive - dealer to check,593,2026-03-13T06:56:46.901-04:00
594,MATHRL94450IN,Sneha Dutta,+917379791622,D025,Tata Motors Ashram Road,2025-12-26,Nikhil Desai,39,Full,Harrier,XM,true,Delivery process was smooth and professional,594,2026-03-13T06:56:46.927-04:00
595,MATTGN40308IN,Rajesh Reddy,+919698210006,D013,Tata Motors Koramangala,2026-02-11,Abhishek Pandey,40,Full,Harrier,XZ+,true,Requested additional floor mats,595,2026-03-13T06:56:47.136-04:00
596,MATSFN26020IN,Harsh Sinha,+919503565174,D013,Tata Motors Koramangala,2025-12-26,Manish Sethi,41,Full,Nexon,XZ,true,Delivery process was smooth and professional,596,2026-03-13T06:56:47.160-04:00
597,MATNXM83449IN,Deepa Patel,+919548568659,D030,Tata Motors Gomti Nagar,2026-02-09,Manish Sethi,22,Full,Tiago,EV XZ+,true,All accessories installed as promised,597,2026-03-13T06:56:47.373-04:00
598,MATPNN72808IN,Ajay Mishra,+917429351816,D029,Tata Motors Aliganj,2025-12-30,Manish Sethi,36,Full,Tiago,EV XZ+,true,,598,2026-03-13T06:56:47.394-04:00
599,MATSFM32577IN,Sanjay Mishra,+917965743819,D033,Tata Motors MG Road,2026-02-15,Nikhil Desai,15,3/4,Harrier,XZ+ Dark,true,All accessories installed as promised,599,2026-03-13T06:56:47.605-04:00
600,MATSFK89900IN,Amit Pillai,+918764396226,D033,Tata Motors MG Road,2025-12-25,Kunal Trivedi,33,3/4,Punch,Pure,true,Minor scratch noticed on door - dealer promised touch-up,600,2026-03-13T06:56:47.629-04:00
601,MATHRN72806IN,Karthik Reddy,+918953210987,D013,Tata Motors Koramangala,2026-02-11,Abhishek Pandey,10,Full,Tiago,XM,true,Delivery process was smooth and professional,601,2026-03-13T06:56:47.837-04:00
602,MATHRM61100IN,Karthik Iyer,+918640621012,D007,Tata Motors Noida,2025-12-24,Sameer Khanna,26,Full,Harrier,XZ,true,All accessories installed as promised,602,2026-03-13T06:56:47.862-04:00
603,MATTGN16224IN,Rajesh Mukherjee,+917120594550,D007,Tata Motors Noida,2026-02-14,Pankaj Dubey,39,3/4,Tiago,EV XZ+,true,Requested additional floor mats,603,2026-03-13T06:56:48.070-04:00
604,MATTGL78144IN,Manoj Kapoor,+919725553658,D018,Tata Motors Baner,2025-12-29,Kunal Trivedi,42,Full,Tiago,XZ,true,Requested additional floor mats,604,2026-03-13T06:56:48.097-04:00
605,MATTGK98850IN,Deepa Iyer,+918337203337,D030,Tata Motors Gomti Nagar,2026-02-12,Nikhil Desai,35,Full,Safari,XZ,true,,605,2026-03-13T06:56:48.302-04:00
606,MATPNM53013IN,Ravi Singh,+919393810783,D008,Tata Motors Gurgaon,2025-12-26,Manish Sethi,30,Full,Tiago,XZ+,true,Requested additional floor mats,606,2026-03-13T06:56:48.331-04:00
607,MATHRK75084IN,Anita Gupta,+917733312623,D004,Tata Motors Navi Mumbai,2026-02-11,Nikhil Desai,9,Full,Nexon,XE,true,,607,2026-03-13T06:56:48.538-04:00
608,MATHRM75900IN,Sneha Sharma,+918665475486,D039,Tata Motors Edappally,2025-12-28,Tarun Kaushik,19,Full,Tiago,XE,true,Excellent handover experience,608,2026-03-13T06:56:48.565-04:00
609,MATHRM82876IN,Ravi Desai,+918643054893,D023,Tata Motors Park Street,2026-02-10,Pankaj Dubey,26,Full,Harrier,XE,true,,609,2026-03-13T06:56:48.770-04:00
610,MATSFN83436IN,Smita Saxena,+918954409903,D009,Tata Motors Anna Nagar,2025-12-28,Arjun Nambiar,10,Full,Safari,XM,true,Very happy with the vehicle condition,610,2026-03-13T06:56:48.798-04:00
611,MATPNN62369IN,Suresh Joshi,+918798195314,D040,Tata Motors Vizag CBD,2026-02-12,Kunal Trivedi,21,Full,Safari,XM,true,Requested additional floor mats,611,2026-03-13T06:56:49.002-04:00
612,MATNXK41605IN,Manoj Joshi,+917760411396,D001,Tata Motors Andheri,2025-12-22,Tarun Kaushik,42,Full,Tiago,XM,true,AC not cooling well - dealer scheduled follow-up,612,2026-03-13T06:56:49.032-04:00
613,MATTGK10422IN,Ravi Desai,+918542310868,D022,Tata Motors Salt Lake,2026-02-07,Nikhil Desai,24,3/4,Nexon,XE,true,,613,2026-03-13T06:56:49.233-04:00
614,MATTGM15598IN,Vivek Das,+919146936316,D002,Tata Motors Thane,2025-12-27,Tarun Kaushik,26,Full,Punch,Adventure,true,All accessories installed as promised,614,2026-03-13T06:56:49.266-04:00
615,MATNXM99981IN,Rajesh Singh,+917563969659,D021,Tata Motors Hitech City,2026-02-07,Manish Sethi,14,Full,Safari,XE,true,,615,2026-03-13T06:56:49.502-04:00
616,MATTGM37392IN,Dinesh Pandey,+917185496152,D038,Tata Motors Kadavanthara,2025-12-24,Abhishek Pandey,24,Full,Tiago,XM,false,AC not cooling well - dealer scheduled follow-up,616,2026-03-13T06:56:49.502-04:00
617,MATTGM98062IN,Suresh Sharma,+917263458982,D027,Tata Motors Civil Lines,2026-02-10,Manish Sethi,31,Full,Harrier,XM,true,,617,2026-03-13T06:56:49.732-04:00
618,MATHRL73877IN,Swati Tiwari,+917502801710,D008,Tata Motors Gurgaon,2025-12-28,Kunal Trivedi,10,1/2,Punch,Accomplished,true,Delivery process was smooth and professional,618,2026-03-13T06:56:49.736-04:00
619,MATSFL59186IN,Swati Das,+919752199440,D020,Tata Motors Gachibowli,2026-02-12,Varun Mishra,15,Full,Harrier,XZ+,true,Requested additional floor mats,619,2026-03-13T06:56:49.964-04:00
620,MATSFK78319IN,Sanjay Nair,+919077255572,D006,Tata Motors Dwarka,2025-12-28,Sameer Khanna,34,Full,Tiago,XZ+,true,Delivery process was smooth and professional,620,2026-03-13T06:56:49.974-04:00
621,MATNXM52871IN,Swati Verma,+919529224448,D036,Tata Motors Panchkula,2026-02-09,Abhishek Pandey,16,Full,Nexon,EV XZ+,true,,621,2026-03-13T06:56:50.196-04:00
622,MATSFL14911IN,Smita Chopra,+918283748133,D012,Tata Motors Whitefield,2025-12-28,Manish Sethi,31,3/4,Tiago,XZ,true,,622,2026-03-13T06:56:50.208-04:00
623,MATTGN67876IN,Arun Pillai,+917624710809,D001,Tata Motors Andheri,2026-02-11,Varun Mishra,40,Full,Safari,XE,true,,623,2026-03-13T06:56:50.426-04:00
624,MATPNN15885IN,Prakash Desai,+918684506368,D018,Tata Motors Baner,2025-12-25,Tarun Kaushik,33,Full,Tiago,XM,true,Delivery process was smooth and professional,624,2026-03-13T06:56:50.448-04:00
625,MATHRK16233IN,Lakshmi Kumar,+917321827661,D026,Tata Motors SG Highway,2026-02-09,Varun Mishra,42,1/2,Safari,XM,true,,625,2026-03-13T06:56:50.658-04:00
626,MATNXM41081IN,Divya Mishra,+917643635446,D011,Tata Motors Adyar,2025-12-24,Kunal Trivedi,41,Full,Harrier,XE,true,Requested additional floor mats,626,2026-03-13T06:56:50.682-04:00
627,MATHRK64443IN,Ravi Chatterjee,+917962945198,D005,Tata Motors Connaught Place,2026-02-11,Sameer Khanna,33,3/4,Harrier,XZ+,true,,627,2026-03-13T06:56:50.892-04:00
628,MATHRK76044IN,Prakash Gupta,+918271496246,D001,Tata Motors Andheri,2025-12-26,Kunal Trivedi,26,Full,Nexon,EV Max XZ+ Lux,false,,628,2026-03-13T06:56:50.915-04:00
629,MATPNM38508IN,Manoj Patel,+917385764118,D017,Tata Motors Hinjawadi,2026-02-06,Arjun Nambiar,21,Full,Nexon,XZ+,true,Documentation was delayed by 30 minutes,629,2026-03-13T06:56:51.125-04:00
630,MATNXN35297IN,Swati Banerjee,+917044738618,D038,Tata Motors Kadavanthara,2025-12-27,Abhishek Pandey,37,Full,Safari,XM,true,All accessories installed as promised,630,2026-03-13T06:56:51.153-04:00
631,MATTGK62369IN,Deepa Menon,+918137501270,D017,Tata Motors Hinjawadi,2026-02-09,Tarun Kaushik,16,Full,Tiago,XZ+,true,,631,2026-03-13T06:56:51.356-04:00
632,MATSFK18688IN,Ashok Malhotra,+918790410196,D037,Tata Motors Sector 17,2025-12-27,Sameer Khanna,32,Full,Harrier,XZ+,true,Documentation was delayed by 30 minutes,632,2026-03-13T06:56:51.388-04:00
633,MATPNM68065IN,Manoj Patel,+919899776877,D034,Tata Motors Palasia,2026-02-06,Varun Mishra,30,Full,Tiago,XE,true,AC not cooling well - dealer scheduled follow-up,633,2026-03-13T06:56:51.587-04:00
634,MATNXN83140IN,Rohit Kumar,+917938381058,D015,Tata Motors Jayanagar,2025-12-22,Kunal Trivedi,13,3/4,Harrier,XZ,true,Noticed slight vibration during test drive - dealer to check,634,2026-03-13T06:56:51.624-04:00
635,MATSFM79979IN,Manoj Pillai,+917856880770,D014,Tata Motors Electronic City,2026-02-05,Pankaj Dubey,17,Full,Harrier,XM,true,Noticed slight vibration during test drive - dealer to check,635,2026-03-13T06:56:51.819-04:00
636,MATNXM35220IN,Komal Kapoor,+918902066222,D038,Tata Motors Kadavanthara,2025-12-20,Manish Sethi,34,Full,Tiago,XZ,true,,636,2026-03-13T06:56:51.857-04:00
637,MATTGL36039IN,Sanjay Chatterjee,+917351488403,D020,Tata Motors Gachibowli,2026-02-08,Tarun Kaushik,11,1/2,Tiago,XZ,true,,637,2026-03-13T06:56:52.051-04:00
638,MATPNK27765IN,Swati Banerjee,+919426660030,D030,Tata Motors Gomti Nagar,2025-12-26,Rohit Bhardwaj,14,Full,Punch,EV Adventure,true,Documentation was delayed by 30 minutes,638,2026-03-13T06:56:52.094-04:00
639,MATPNM26282IN,Priya Bhat,+917926700657,D007,Tata Motors Noida,2026-02-09,Nikhil Desai,8,Full,Tiago,XZ,true,All accessories installed as promised,639,2026-03-13T06:56:52.281-04:00
640,MATPNK31003IN,Vivek Kumar,+919877971462,D007,Tata Motors Noida,2025-12-21,Varun Mishra,8,3/4,Safari,XE,true,Delivery process was smooth and professional,640,2026-03-13T06:56:52.328-04:00
641,MATHRM44749IN,Pooja Bhat,+918983420911,D016,Tata Motors Kothrud,2026-02-05,Manish Sethi,23,Full,Safari,XZ,true,AC not cooling well - dealer scheduled follow-up,641,2026-03-13T06:56:52.512-04:00
642,MATTGK81717IN,Karthik Chatterjee,+919564413018,D034,Tata Motors Palasia,2025-12-20,Rohit Bhardwaj,16,Full,Harrier,XZ,true,Requested additional floor mats,642,2026-03-13T06:56:52.564-04:00
643,MATSFK56567IN,Sneha Pillai,+919795969275,D011,Tata Motors Adyar,2026-02-09,Nikhil Desai,38,Full,Nexon,EV XZ+,true,Delivery process was smooth and professional,643,2026-03-13T06:56:52.743-04:00
644,MATHRM86459IN,Rahul Menon,+917866364653,D014,Tata Motors Electronic City,2025-12-23,Nikhil Desai,19,Full,Tiago,XZ,true,Very happy with the vehicle condition,644,2026-03-13T06:56:52.797-04:00
645,MATNXK89796IN,Arun Banerjee,+918265520773,D015,Tata Motors Jayanagar,2026-02-10,Rohit Bhardwaj,43,Full,Harrier,XE,true,,645,2026-03-13T06:56:52.974-04:00
